Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Source
2823911,42,Female,Shorts,Clothing,93,Ohio,L,Orange,Summer,3.5,No,2-Day Shipping,No,No,13,PayPal,Annually,Synthetic Data
673875,63,Male,Shoes,Footwear,51,Kansas,M,Charcoal,Summer,3.6,No,Free Shipping,No,No,3,Credit Card,Bi-Weekly,Synthetic Data
12262432,59,Female,Gloves,Accessories,33,Georgia,S,Red,Spring,4.9,No,Next Day Air,No,No,24,Bank Transfer,Monthly,Synthetic Data
12600820,52,Female,Skirt,Clothing,27,Pennsylvania,L,Yellow,Spring,2.9,No,2-Day Shipping,No,No,13,Credit Card,Monthly,Synthetic Data
3849598,41,Male,Pants,Clothing,30,Connecticut,M,Red,Spring,4.4,No,Free Shipping,No,No,43,Venmo,Weekly,Synthetic Data
13807279,40,Male,Skirt,Footwear,29,Delaware,M,Red,Summer,5.0,Yes,Standard,Yes,Yes,11,Debit Card,Monthly,Synthetic Data
16036341,62,Male,Handbag,Accessories,30,Colorado,S,White,Fall,4.5,No,Standard,No,No,29,Credit Card,Fortnightly,Synthetic Data
12124615,55,Male,Handbag,Accessories,28,Texas,XL,Magenta,Spring,5.0,Yes,Standard,Yes,Yes,13,Debit Card,Every 3 Months,Synthetic Data
12379525,26,Male,Dress,Clothing,92,New Jersey,S,Orange,Winter,4.9,No,Free Shipping,Yes,Yes,20,Venmo,Monthly,Synthetic Data
3886999,40,Female,Shorts,Clothing,42,Idaho,L,White,Fall,3.6,No,Next Day Air,No,No,42,Bank Transfer,Monthly,Synthetic Data
12432788,61,Female,Coat,Outerwear,44,Vermont,M,Purple,Fall,4.7,No,Free Shipping,No,No,21,Cash,Quarterly,Synthetic Data
10378388,64,Male,Blouse,Clothing,95,Mississippi,S,Black,Winter,4.7,No,Next Day Air,No,No,10,Cash,Annually,Synthetic Data
7650395,70,Male,Sweater,Accessories,67,Arkansas,S,Gray,Fall,4.7,No,Express,Yes,No,12,Debit Card,Every 3 Months,Synthetic Data
7715253,59,Female,Skirt,Clothing,96,California,M,Silver,Fall,4.9,No,Free Shipping,No,No,10,Venmo,Bi-Weekly,Synthetic Data
9704582,30,Male,Sunglasses,Accessories,40,Kansas,L,Magenta,Summer,4.5,No,2-Day Shipping,Yes,Yes,19,PayPal,Every 3 Months,Synthetic Data
468754,69,Female,Pants,Clothing,56,Wisconsin,M,Silver,Summer,3.7,No,Express,No,No,32,Credit Card,Bi-Weekly,Synthetic Data
7105523,61,Male,Scarf,Accessories,54,Nebraska,M,Gray,Spring,3.8,No,Next Day Air,No,No,18,Cash,Bi-Weekly,Synthetic Data
12557150,61,Female,Backpack,Accessories,70,Maryland,S,Magenta,Summer,3.8,No,Store Pickup,No,No,19,PayPal,Annually,Synthetic Data
3566748,52,Male,Sneakers,Footwear,95,West Virginia,L,White,Summer,4.7,Yes,Express,Yes,Yes,24,Venmo,Monthly,Synthetic Data
6646162,62,Male,Blouse,Outerwear,76,Iowa,S,Olive,Fall,4.8,No,Standard,No,No,44,Cash,Bi-Weekly,Synthetic Data
9981070,40,Male,Sneakers,Clothing,97,North Dakota,L,Peach,Fall,3.7,No,2-Day Shipping,No,No,44,Credit Card,Monthly,Synthetic Data
3598854,70,Female,Sandals,Footwear,94,California,M,Beige,Winter,3.8,No,2-Day Shipping,No,No,30,PayPal,Monthly,Synthetic Data
13716373,50,Male,Jewelry,Footwear,29,Montana,M,Magenta,Spring,3.0,Yes,Standard,Yes,Yes,32,Credit Card,Weekly,Synthetic Data
15786487,37,Female,Jacket,Outerwear,33,New York,M,Lavender,Spring,3.6,No,Express,No,No,4,Bank Transfer,Monthly,Synthetic Data
1840986,40,Male,Shirt,Footwear,70,Washington,M,Olive,Fall,4.6,Yes,Standard,Yes,Yes,43,Debit Card,Fortnightly,Synthetic Data
1248019,27,Female,Sneakers,Footwear,67,Michigan,XL,Pink,Spring,4.8,No,2-Day Shipping,No,No,19,Cash,Every 3 Months,Synthetic Data
5788205,62,Male,Jeans,Clothing,29,Texas,XL,Peach,Winter,5.0,No,Express,No,No,43,Bank Transfer,Quarterly,Synthetic Data
6748812,58,Male,Gloves,Accessories,40,Arkansas,S,Orange,Fall,4.6,Yes,Store Pickup,No,No,33,Cash,Monthly,Synthetic Data
5254019,44,Male,Sneakers,Footwear,50,Mississippi,L,Magenta,Summer,4.6,No,Store Pickup,Yes,Yes,14,Debit Card,Fortnightly,Synthetic Data
4166339,53,Male,Dress,Accessories,29,California,M,Cyan,Spring,3.7,Yes,Next Day Air,Yes,Yes,42,Debit Card,Monthly,Synthetic Data
15437133,49,Male,Socks,Clothing,30,Ohio,M,Maroon,Fall,4.5,No,Next Day Air,No,No,9,Bank Transfer,Monthly,Synthetic Data
6713933,49,Male,Jacket,Outerwear,74,Washington,M,Violet,Fall,3.1,Yes,Free Shipping,Yes,Yes,44,Debit Card,Weekly,Synthetic Data
16075349,39,Male,Sandals,Footwear,30,Oklahoma,M,Maroon,Spring,5.0,Yes,Express,Yes,Yes,21,Cash,Weekly,Synthetic Data
13378194,52,Male,Belt,Accessories,77,Georgia,L,Gray,Fall,3.9,Yes,Standard,Yes,Yes,31,Venmo,Weekly,Synthetic Data
10991540,52,Male,Sweater,Accessories,24,North Carolina,M,Blue,Summer,3.8,Yes,Store Pickup,Yes,Yes,31,Bank Transfer,Weekly,Synthetic Data
5217135,68,Male,Hat,Accessories,62,Minnesota,M,Beige,Fall,3.7,No,Standard,Yes,Yes,35,PayPal,Monthly,Synthetic Data
2244303,53,Male,T-shirt,Clothing,96,Arkansas,M,Teal,Winter,3.7,No,Next Day Air,No,No,30,Debit Card,Monthly,Synthetic Data
13717440,29,Male,Pants,Clothing,43,South Dakota,L,Turquoise,Summer,3.0,No,Next Day Air,No,Yes,12,Venmo,Monthly,Synthetic Data
576567,29,Male,Blouse,Clothing,79,California,L,Cyan,Fall,3.7,Yes,Standard,Yes,Yes,36,Bank Transfer,Weekly,Synthetic Data
1908277,29,Male,Jewelry,Footwear,77,Montana,XL,Magenta,Fall,4.2,No,2-Day Shipping,No,No,43,Cash,Quarterly,Synthetic Data
4307592,54,Female,Dress,Clothing,40,Pennsylvania,XL,Pink,Summer,4.8,No,Free Shipping,No,No,33,PayPal,Annually,Synthetic Data
15314859,70,Female,Blouse,Clothing,31,Maine,S,Red,Winter,5.0,No,2-Day Shipping,No,No,12,Debit Card,Every 3 Months,Synthetic Data
926241,44,Male,Sneakers,Footwear,29,Indiana,L,Yellow,Winter,3.0,Yes,Next Day Air,Yes,Yes,12,Venmo,Weekly,Synthetic Data
9099832,70,Male,Backpack,Clothing,30,Virginia,XL,Blue,Summer,4.6,Yes,Free Shipping,Yes,Yes,29,Debit Card,Quarterly,Synthetic Data
15614681,41,Female,Sneakers,Clothing,31,Rhode Island,S,Pink,Winter,4.5,No,Standard,No,No,42,Debit Card,Annually,Synthetic Data
4276744,63,Female,Blouse,Clothing,97,Georgia,M,Red,Summer,2.8,No,Free Shipping,No,No,32,PayPal,Monthly,Synthetic Data
9074339,40,Male,Handbag,Accessories,48,Texas,L,Orange,Fall,3.6,No,Standard,No,No,19,PayPal,Annually,Synthetic Data
6321585,63,Male,Skirt,Footwear,61,Washington,XL,Red,Summer,4.7,No,Express,Yes,Yes,4,Debit Card,Every 3 Months,Synthetic Data
4085842,70,Male,Sandals,Clothing,72,New Jersey,M,Olive,Summer,3.6,No,Free Shipping,No,No,32,Bank Transfer,Every 3 Months,Synthetic Data
11115405,49,Male,Shorts,Clothing,50,Idaho,M,Purple,Summer,4.8,Yes,Standard,Yes,Yes,30,Bank Transfer,Bi-Weekly,Synthetic Data
16383237,69,Female,Boots,Footwear,54,Georgia,S,Olive,Fall,3.7,No,Store Pickup,No,No,43,Venmo,Fortnightly,Synthetic Data
15744483,39,Male,Coat,Accessories,56,Alabama,M,Maroon,Fall,3.8,Yes,Next Day Air,Yes,Yes,23,PayPal,Fortnightly,Synthetic Data
16057328,52,Male,Jacket,Outerwear,28,Michigan,M,Purple,Spring,4.4,No,Free Shipping,No,No,11,Bank Transfer,Annually,Synthetic Data
11689806,41,Male,Sweater,Clothing,79,Washington,M,Peach,Summer,4.5,Yes,Express,Yes,Yes,33,PayPal,Weekly,Synthetic Data
7045809,63,Female,Hoodie,Accessories,58,Alaska,S,Olive,Winter,3.9,No,2-Day Shipping,No,No,27,Credit Card,Quarterly,Synthetic Data
5141259,48,Male,Backpack,Accessories,77,Wyoming,L,Charcoal,Fall,3.7,No,Store Pickup,No,No,22,Debit Card,Fortnightly,Synthetic Data
9356144,70,Female,Sunglasses,Accessories,77,West Virginia,S,Olive,Winter,4.0,No,Free Shipping,No,No,30,PayPal,Weekly,Synthetic Data
4671618,29,Male,Shirt,Clothing,56,Connecticut,M,Green,Summer,5.0,Yes,Next Day Air,Yes,Yes,12,Cash,Fortnightly,Synthetic Data
8594692,61,Male,Dress,Clothing,81,Oklahoma,M,Olive,Fall,2.9,No,Free Shipping,No,No,30,Bank Transfer,Weekly,Synthetic Data
37382,70,Male,Hoodie,Clothing,94,Arkansas,XL,Olive,Fall,2.9,Yes,Store Pickup,Yes,Yes,43,Debit Card,Fortnightly,Synthetic Data
2649484,69,Female,Scarf,Clothing,65,North Carolina,S,Peach,Spring,4.1,No,Next Day Air,No,No,26,PayPal,Annually,Synthetic Data
13950443,65,Female,Hat,Accessories,42,Kansas,M,Charcoal,Fall,3.9,No,2-Day Shipping,No,No,26,Credit Card,Monthly,Synthetic Data
7167109,61,Male,Jewelry,Accessories,50,Florida,XL,Red,Winter,3.0,No,Store Pickup,Yes,Yes,31,Cash,Bi-Weekly,Synthetic Data
2591894,29,Male,Socks,Clothing,43,Idaho,S,Charcoal,Summer,3.8,No,Next Day Air,Yes,Yes,33,Debit Card,Fortnightly,Synthetic Data
9984954,40,Male,Hoodie,Clothing,72,Vermont,M,Brown,Winter,3.0,Yes,2-Day Shipping,Yes,Yes,21,Cash,Quarterly,Synthetic Data
6789175,29,Female,Sweater,Footwear,95,Alabama,XL,Peach,Summer,4.6,No,Store Pickup,No,No,44,Cash,Bi-Weekly,Synthetic Data
3583848,40,Male,Shirt,Clothing,25,Oklahoma,L,Orange,Summer,3.6,No,Standard,No,No,14,Bank Transfer,Monthly,Synthetic Data
10457198,70,Male,Hat,Clothing,37,Nebraska,L,Maroon,Winter,3.6,Yes,Standard,Yes,Yes,30,Credit Card,Weekly,Synthetic Data
9912906,51,Male,Sunglasses,Accessories,49,Florida,XL,Cyan,Fall,3.7,No,Free Shipping,Yes,No,41,Credit Card,Monthly,Synthetic Data
3926704,41,Female,Hoodie,Outerwear,61,Georgia,M,Gold,Fall,4.3,No,Free Shipping,No,No,12,Debit Card,Monthly,Synthetic Data
13854604,61,Male,T-shirt,Outerwear,26,Kansas,L,Blue,Summer,3.8,No,Standard,No,No,24,PayPal,Monthly,Synthetic Data
14478712,69,Male,Coat,Outerwear,46,Maine,L,Green,Winter,3.9,Yes,Standard,Yes,Yes,12,PayPal,Monthly,Synthetic Data
2135537,59,Female,Sandals,Clothing,68,Tennessee,M,Violet,Spring,4.5,No,Express,No,No,4,PayPal,Annually,Synthetic Data
13355404,51,Male,Socks,Clothing,63,Idaho,L,Gold,Fall,4.7,No,Next Day Air,No,No,4,Debit Card,Every 3 Months,Synthetic Data
12397893,25,Male,Gloves,Clothing,27,Illinois,M,Turquoise,Summer,3.0,Yes,Standard,Yes,Yes,4,Bank Transfer,Bi-Weekly,Synthetic Data
4130091,48,Female,Sneakers,Footwear,83,Arkansas,M,Magenta,Fall,4.0,No,Express,No,No,11,Bank Transfer,Every 3 Months,Synthetic Data
